tweet_id,created_at,text,in_response_to_tweet_id,intent_label,should_escalate,escalation_reason,annotator_notes
1628537,Sun Nov 05 15:35:34 +0000 2017,@AppleSupport @498539 Or you could just fix this bloody mess of an update. 😩,1628536.0,ios_update,True,Update-related failure or unresolved update issue.,
2004813,Sat Nov 04 03:55:19 +0000 2017,@AppleSupport @592848 All these tweets with the same issue I’m having. You need to fire the disgruntled troll who slipped this into your code. #notanaccident,2004811.0,ios_update,True,Update-related failure or unresolved update issue.,
1788135,Thu Oct 12 16:47:02 +0000 2017,@AppleSupport @120640 @AppleSupport has spent more time in staff hours troubleshooting than it would have cost to replace devices,1788130.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
542436,Sat Dec 02 17:55:52 +0000 2017,@AppleSupport Thanks for the response. I'm trying to update to 11.2. Let me see if that works.,542435.0,ios_update,False,,
809515,Thu Oct 12 18:25:36 +0000 2017,@AppleSupport No sound is fine on other apps. It’s purely when making or receiving calls. It is completely silent. I can FaceTime with no issue just calls,809516.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
2754763,Mon Nov 20 21:26:04 +0000 2017,@AppleSupport @771058 Sort your iOS 11.1 update out - customers have had their phones messed up 🍎 r hoeless👎👎👎👎👎👎😀😀👎😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀😀👎👎👎👎👎👎👎👎👎👎👎👎👎 https://t.co/7kP0k09GKp,2754762.0,ios_update,True,Update-related failure or unresolved update issue.,
1374609,Sat Oct 28 01:03:40 +0000 2017,@AppleSupport @439959 Don’t update!! It’s even worse. Switch to Samsung,1374607.0,ios_update,True,Update-related failure or unresolved update issue.,
770967,Wed Oct 11 23:49:44 +0000 2017,@AppleSupport And when I go back to the app after force closing it.. this happens to the app 😬 https://t.co/4KwIBdluLY,770966.0,app_problem,False,,
1768789,Wed Nov 08 03:39:47 +0000 2017,@AppleSupport Ota. Seems y’all had server side outage. It eventually cleared up.,1768788.0,ios_update,False,,
1228045,Wed Oct 25 21:43:38 +0000 2017,"@AppleSupport nevermind on the iphone 8+, ive discovered that my late '13 retina MBP has been having airdrop issues since El Capitan update.",1228044.0,connectivity,False,,
928772,Tue Oct 10 22:37:56 +0000 2017,@AppleSupport iMac mid2011. usb to lighting.  This all worked great until iOS 11 upgrade. Running 11.02 on iPad Pro. iMac on 10.13 iTunes 12.07.0.168,928771.0,connectivity,True,Persistent connectivity/network issue.,
2422516,Tue Nov 14 18:37:33 +0000 2017,@AppleSupport @AppleSupport I’m trying to see what I’ve ordered. I’ve seen some transactions on my credit card that I don’t recognize.,2422515.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
1903531,Wed Oct 18 14:03:51 +0000 2017,@AppleSupport Yes...have no problem using iTune for photo import before update. Tried internet advice/solutions but none works. Kept getting error code ;(,1903530.0,app_problem,True,Persistent application or application-function failure.,
1954718,Sun Nov 05 00:12:50 +0000 2017,@AppleSupport Installed iOS 11.1 now and from what I can tell the issue seems to have been fixed! Thank you!,1954717.0,ios_update,False,,
2524559,Thu Nov 16 04:37:50 +0000 2017,"@AppleSupport I speak English, don’t you have an app to translate mi complain? Come on",2524558.0,other_unknown,False,,
372912,Sat Sep 23 23:09:54 +0000 2017,@AppleSupport Apple you are a bunch scam artist ! I just lost 820$ you took from me!,372908.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
2375298,Tue Nov 14 02:36:41 +0000 2017,@AppleSupport brand new phone and OS is up to date,2375297.0,other_unknown,False,,
428749,Tue Oct 10 15:45:30 +0000 2017,@AppleSupport When I try making a call it won’t go through. When it does go through I can’t hear anything,428747.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1128166,Sun Oct 15 12:15:20 +0000 2017,@AppleSupport @385958 Hi. Sent a dm regarding my iPhone system storage taking 8gb of my phones memory while on my other phone it is showing just 2gb. Pls check,1128167.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2343623,Tue Nov 14 16:04:54 +0000 2017,"@AppleSupport After my update my Apple Music didn’t work,I had reset and restore so it’s sorted now",2343622.0,media_services,False,,
6670,Thu Oct 05 18:02:27 +0000 2017,@AppleSupport Fix the battery issue first please. Went from 100% to 20% in 2 hours it’s been like this since update,6658.0,battery_charging,True,Persistent or severe battery/charging symptom.,
993508,Thu Oct 12 01:37:28 +0000 2017,@AppleSupport Oh! I checked and is still available thanks for your help! 😀,993509.0,other_unknown,True,Unresolved or context-dependent support interaction.,
207647,Thu Nov 09 16:02:19 +0000 2017,@AppleSupport Aww thank you I was being pretty rude. It helps! Thank you for being so accommodating😊,207646.0,other_unknown,False,,
620043,Wed Nov 22 18:39:33 +0000 2017,@AppleSupport Nope - it gets about 1/2 way and goes back to the login saying restarted because of a problem.,620041.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
622662,Wed Nov 22 18:22:37 +0000 2017,@AppleSupport Any help in troubleshooting my poor battery life on the 6 plus is appreciated.  Thanks.,622660.0,battery_charging,True,Persistent or severe battery/charging symptom.,
524503,Sat Dec 02 11:45:34 +0000 2017,@AppleSupport @241274 Just to let you know that iOS 11.2 got released today! Make sure that you update it!,524490.0,ios_update,False,,
92710,Thu Nov 30 21:46:19 +0000 2017,@AppleSupport It’s been occurring for about a week and I just updated my to IOS 11 today to try to fix it and tried resetting my settings but nothing worked,92709.0,ios_update,False,,
2052635,Fri Oct 06 02:22:47 +0000 2017,@AppleSupport I ring apple care they said there will be another update to fix more bugs,2052634.0,ios_update,False,,
2358627,Tue Nov 21 17:42:35 +0000 2017,@AppleSupport The double-click side button isn't working -- it's greyed out.  I have two cards added.  Any ideas?,2358576.0,store_payment,False,,
1301296,Fri Oct 27 00:43:01 +0000 2017,"@AppleSupport Yes, updated it on Mon &amp; that’s when all the issues started w/the speaker. Also my phone freezes a lot since then. More concerned w/speaker.",1301295.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1900862,Tue Oct 24 03:00:41 +0000 2017,@AppleSupport Dudes—I DID dm you. I feel like I’m tweeting into a Kafka story.,1900861.0,ios_update,True,Update-related failure or unresolved update issue.,
1522030,Tue Oct 17 01:02:37 +0000 2017,@AppleSupport Same happening in my wife 7. Just on the monthly view,1522029.0,app_problem,True,Persistent application or application-function failure.,
26674,Wed Nov 08 23:00:31 +0000 2017,@AppleSupport I️ don’t want to have to work around the issue. I️ shouldn’t have to work around an “issue” every single time there is an update with your system or every time a new model comes out.,26673.0,ios_update,False,,
451406,Thu Nov 30 21:55:36 +0000 2017,@AppleSupport it won’t even let me restart the phone when i manually do it,451405.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2130242,Wed Nov 08 19:49:57 +0000 2017,"@AppleSupport I did that, but its still happening on my iPhone, iPad Pro, iMac, and MacBook Pro. Its infuriating.",2130241.0,device_performance,False,,
2366198,Wed Nov 15 13:37:24 +0000 2017,"@AppleSupport Did it. Also did first aud in safe mode. All ok. Restarted in normal mode, went to lunch, came back all screens on and my mac stalled",2366197.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
338615,Sat Oct 07 21:23:42 +0000 2017,@AppleSupport iOS 11.0.2 is installed and iPhone 6 Plus,338616.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",Reviewed: insufficient information; do not force an iOS-update intent.
2774309,Tue Nov 21 16:16:37 +0000 2017,@AppleSupport Thanks. Do you have the same for Europe?,2774307.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1920055,Wed Oct 18 14:55:47 +0000 2017,@AppleSupport Its rainbow like water 💦 happens only when waking up from sleep,1920054.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2077577,Mon Oct 09 13:30:04 +0000 2017,"@AppleSupport Btw @AppleSupport, the @115858 Store = completely unhelpful with this. Like I didn’t think to do a software restore. Such a bad experience!",2077576.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2560417,Thu Nov 16 17:32:24 +0000 2017,@AppleSupport That didn’t work. It shows the System at 96GB. Seems high.,2560416.0,other_unknown,False,,
559057,Sat Dec 02 23:07:42 +0000 2017,"@AppleSupport No i didn’t but i will now, thanks💕",559056.0,account_access_security,True,"Account, authentication, activation, or security issue.",
760504,Wed Oct 11 19:29:32 +0000 2017,"@AppleSupport that's not business support, and i don't have an issue w/ any hardware.  it's our VPP that we signed up for weeks ago and it has not been approved yet.  how do i get help with this?",760505.0,notifications_messaging,False,,
2731278,Mon Nov 20 15:48:11 +0000 2017,"@AppleSupport Only specific ones, and it was in text messages!",2731277.0,other_unknown,False,,
1657225,Mon Nov 06 23:43:51 +0000 2017,@AppleSupport Thanks it kinda worked but if it doesn’t you will hear from me,1657224.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2575262,Fri Nov 17 00:47:52 +0000 2017,"@AppleSupport It just stops working everything, not even the home button works, and then after 5 to 10 sec starts working again",2575261.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
2025299,Mon Nov 06 16:19:35 +0000 2017,"@AppleSupport I have updated to IOS 11 and I have been updating all versions of 11 released till date, but I am facing an issue. Whenever I get an incoming call, I can hear the tone that call is coming but I can see nothing on the screen for 10 to 15 seconds.  https://t.co/y1tskwNhGP",2025298.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1156303,Tue Oct 24 18:07:27 +0000 2017,"@AppleSupport When I press the lock button, my screen turns off. When I press it again, it comes back on with the phone unlocked and at the typical call screen",1156302.0,how_to_information,False,,
1082999,Mon Oct 23 17:40:43 +0000 2017,@AppleSupport Get a head start on your upgrade to iPhone X on 10.23.,1082998.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",Reviewed: broader device malfunction dominates battery symptom.
1900144,Wed Oct 18 13:02:32 +0000 2017,"@AppleSupport Phone shutting down, battery losing 20% in 15 mins, flashlight issue, freezing up",1900142.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1682493,Mon Nov 06 16:44:36 +0000 2017,@AppleSupport That doesn’t work 🙄 get it together .,1682492.0,app_problem,True,Persistent application or application-function failure.,
1888456,Mon Oct 23 17:15:07 +0000 2017,@AppleSupport Spent an hour on the phone and found the culprit. Failed disk on my external Time Machine drive... But that shouldn't crash Finder.,1888454.0,other_unknown,False,,
455036,Thu Nov 30 23:29:13 +0000 2017,"@AppleSupport If you look at my previous tweets, I’ve tried this. Sorry! I am still looking!",455035.0,connectivity,True,Persistent connectivity/network issue.,
1099732,Mon Oct 23 22:42:00 +0000 2017,"@AppleSupport I tried both Wifi and cellular and still not working although my internet connection is good..
my phone is iphone 7",1099730.0,other_unknown,False,,
2308849,Mon Nov 13 03:36:35 +0000 2017,"@AppleSupport It is a widely known issue, even a college gameday sign now..... https://t.co/JesgkCihjL",2308848.0,app_problem,True,Persistent application or application-function failure.,
998088,Sun Oct 22 15:22:13 +0000 2017,"@AppleSupport iPhone 6S Plus running iOS 11.0.3 so far I only experienced this while recording gameplay+first&amp;last few secs of vid are fine, mid is frozen",998089.0,notifications_messaging,False,,
1153875,Tue Oct 24 18:05:24 +0000 2017,@AppleSupport Both and only the one contact so far.,1153874.0,ios_update,True,Update-related failure or unresolved update issue.,
2277665,Sat Nov 11 14:39:26 +0000 2017,@AppleSupport That didn’t work. No update to start,2277666.0,battery_charging,True,Persistent or severe battery/charging symptom.,
661692,Tue Nov 21 14:07:27 +0000 2017,"@AppleSupport Please help me, my Iphone 7+ is draining its battery very fastly since the last update i did... What should i do now . Thanks for ruining my device",661563.0,other_unknown,False,,
884953,Sat Oct 21 03:37:31 +0000 2017,@AppleSupport That's the only other one I can think of though,884952.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1237632,Thu Oct 26 18:57:06 +0000 2017,@AppleSupport Of course I did. It’s the upgrade! It made my phone super slow and the battery runs out very fast😡,1237631.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2731270,Mon Nov 20 15:50:14 +0000 2017,@AppleSupport 11.1.1 and about to take the 11.1.2,2731269.0,ios_update,True,Update-related failure or unresolved update issue.,
2980238,Sun Dec 03 15:37:08 +0000 2017,"@AppleSupport Thanks but no thanks, you are of no help!!!",2980237.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1370820,Sat Oct 28 00:59:55 +0000 2017,@AppleSupport Yeah... I’m aware of 1-800-MYAPPLE.. see my original tweet. NOBODY PICKS UP THE PHONE. That’s my issue that’s not solved w/ a link to the #,1370818.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2572043,Thu Nov 16 20:08:58 +0000 2017,@AppleSupport Yes it happens with one or more senders. And I’m up to date with the latest iOS,2572042.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
2477531,Wed Nov 15 21:01:57 +0000 2017,"@AppleSupport I did that and seems to have worked, thanks.",2477530.0,other_unknown,False,,
206645,Sat Oct 07 02:59:02 +0000 2017,@AppleSupport Yes. These are one's I made on my own.,206644.0,other_unknown,False,,
617297,Wed Nov 22 15:56:55 +0000 2017,"@AppleSupport I signed in, i went back to the App Store &amp; it still said “ Apple ID disabled “",617296.0,account_access_security,True,"Account, authentication, activation, or security issue.",
2607720,Sun Nov 26 09:11:28 +0000 2017,"@AppleSupport And again: https://t.co/ceh4VgLme1

Really, @20600, you need to fix this ASAP!",2607718.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2605766,Mon Oct 30 20:45:09 +0000 2017,@AppleSupport Using the charger that came with my phone,2605765.0,battery_charging,False,,
1573680,Sat Nov 04 20:00:39 +0000 2017,@AppleSupport i️ have done that but in some apps it will show the boxes even if i️ manually type in “i️”,1573679.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
2291570,Sun Nov 26 16:31:26 +0000 2017,@AppleSupport How long does it take to search for Time Machine backups.  My Mac says it is searching.  Has been 15 minutes.,2291565.0,data_backup_sync,False,,
2343666,Mon Nov 13 18:07:46 +0000 2017,"@AppleSupport it’s been happening since i’ve had the phone, i’m on IOS 11.1.1",2343665.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2110939,Fri Nov 17 20:18:57 +0000 2017,"@AppleSupport Can you also help getting everything else to work as expected? Like being able to download updates(or anything, actually), allowing music to download on my phone, randomly restarting for no reason.....",2110938.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2013134,Mon Nov 06 13:09:51 +0000 2017,"@AppleSupport Yep, just those apps so far. Happened while phone was unlocked.",2013133.0,app_problem,False,,
2040375,Wed Nov 08 10:55:22 +0000 2017,@AppleSupport It’s all good now and thank the powers that Be for this - 🏴󠁧󠁢󠁳󠁣󠁴󠁿,2040374.0,other_unknown,False,,
1408414,Wed Nov 01 22:38:54 +0000 2017,@AppleSupport There is no update available. It pops up every time I unlocked and will only go away after a reboot,1408412.0,ios_update,True,Update-related failure or unresolved update issue.,
308585,Sat Oct 07 00:50:31 +0000 2017,@AppleSupport Does it always take you over 5 hours to respond to someone,308584.0,other_unknown,False,,
848294,Fri Oct 20 18:30:23 +0000 2017,"@AppleSupport For all questions  support team Dnt have the answer &amp; they are asking me 2 send it as feedback ,",848286.0,other_unknown,True,Unresolved or context-dependent support interaction.,
239801,Thu Oct 05 04:19:07 +0000 2017,"@AppleSupport I did restart it, it worked partially but there are still some “broken” apps.",239800.0,app_problem,True,Persistent application or application-function failure.,
2412998,Thu Nov 16 22:55:03 +0000 2017,@AppleSupport So how are we fixing this issue. I’m now using some random persons phone which also apppears not to be fixed to reply here,2412996.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1155294,Fri Oct 27 00:45:23 +0000 2017,@AppleSupport Not at my Mac so from memory: 2014/15 iMac 21.5,1155292.0,device_hardware_features,False,,
652722,Mon Oct 16 19:44:25 +0000 2017,@AppleSupport Wet hands or bare feet gives shock some times. I have been complaining for last 3months but in vain....,652715.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
1339717,Fri Oct 27 16:55:31 +0000 2017,"@AppleSupport Iphone 7 strange glitches, sometimes all apps looks as if some invisible finger is pressing on particular app ,when i am actually not.",1339706.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
2555244,Thu Nov 16 16:14:38 +0000 2017,"@AppleSupport It's OK. My iTunes backup had them, so I just erased my #iPhoneX again + restored from it. Thanks!",2555243.0,data_backup_sync,False,,
1770327,Wed Nov 08 01:30:43 +0000 2017,@AppleSupport I have spent time w/ Apple support and also visited the Manhattan Beach store. There’s a problem upgrading to the X if TMobile is carrier and u own phone outright. Installment reenroll can’t be done online - phone has to be available in store,1770326.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
1433716,Thu Nov 02 13:39:43 +0000 2017,@AppleSupport I attempt to log into Game Center in Game. And get that error. It’s frustrating as I might loose my progress.,1433715.0,account_access_security,True,"Account, authentication, activation, or security issue.",
1846294,Thu Oct 19 18:31:20 +0000 2017,"@AppleSupport Everytime I play a song, the song never plays, instead it just jumps from song to song &amp; this pops us. What's going on. https://t.co/3f2GqBo6LU",1846295.0,media_services,True,Persistent media-service/playback issue.,
1566818,Sun Nov 05 05:24:20 +0000 2017,"@AppleSupport I use pandora, headphones worked great on my iphone 6+, i have no problems when i use the  headphones that came with the phone.",1566817.0,device_hardware_features,False,,
565921,Sun Dec 03 01:08:06 +0000 2017,@AppleSupport overlapping messages!! every time I send a reply it’s going to the top of the text the other person has sent,565920.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
2369500,Mon Nov 13 23:57:50 +0000 2017,@AppleSupport They all jiggle but I can’t delete any apps,2369498.0,app_problem,True,Persistent application or application-function failure.,
240336,Wed Oct 04 01:45:30 +0000 2017,@AppleSupport Yes I have and it hasn’t show up again.,240337.0,other_unknown,False,,
2002436,Sat Nov 11 18:54:06 +0000 2017,@AppleSupport Oh yay!! I’m going to download right now!!,2002435.0,ios_update,False,,
2633136,Fri Nov 17 18:59:16 +0000 2017,"@AppleSupport i use both, but i was wondering if there was a setting to keep bluetooth off until i turn it back on",2633134.0,connectivity,False,,
842506,Fri Oct 20 13:53:25 +0000 2017,@AppleSupport Since I got this “ new update” it’s been very slow and I have 128gb and only 15gb used so it’s not a memory issue...,842505.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1068852,Mon Oct 23 20:12:42 +0000 2017,@AppleSupport Yes that’s why I am still asking about it,1068851.0,other_unknown,True,Unresolved or context-dependent support interaction.,
1048036,Sat Oct 14 20:58:11 +0000 2017,@AppleSupport Keyboard expands when I want to type (like normal). But at times will not retract. I cannot see recent texts bc keyboard covers them,1048035.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
938195,Sat Oct 21 19:52:32 +0000 2017,@AppleSupport @325308 My phone just shuts it self down for no reason,938194.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1531066,Wed Oct 18 06:48:45 +0000 2017,@AppleSupport Just randomly happens and it stays also touch is very slow,1531065.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
895141,Mon Oct 23 00:42:58 +0000 2017,@AppleSupport This is not a misunderstand how the phone works -.-‘  The issue here is that BT automatically is ON when the phone resets on since iOS 11!,895139.0,connectivity,False,,
1405460,Sun Oct 29 08:37:03 +0000 2017,@AppleSupport It said Finnish is not supported lol,1405358.0,other_unknown,False,,
1313921,Wed Oct 18 02:41:43 +0000 2017,"@AppleSupport Wallet brings us to the AppStore that sells hardware, i don’t want that AppStore. I want the app’s AppStore.",1313920.0,app_problem,False,,
38860,Wed Nov 01 15:00:34 +0000 2017,"@AppleSupport Yes, I’ve had this phone for a long time and I don’t believe it’s done anything like this before",38859.0,other_unknown,False,,
484592,Fri Dec 01 14:54:03 +0000 2017,@AppleSupport Thank you! The alert says that „ this connection is not secure. This website might imitate google.ch”. I’ve never had such issue before. It appeared after security software update,484591.0,account_access_security,True,"Account, authentication, activation, or security issue.",
2560447,Thu Nov 16 17:32:45 +0000 2017,"@AppleSupport I've tried that. When I hold the up volume button and power button down for over a minute, nothing happens. Do Apple Stores accept walk ins? Waiting 30 hours for my appointment without a functioning phone is a real problem.",2560446.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
991155,Sun Oct 22 13:39:41 +0000 2017,@AppleSupport a freshly unwrapped iphone 8 and the latest of ios 11,991154.0,other_unknown,False,,
2587392,Mon Oct 30 18:12:13 +0000 2017,@AppleSupport play at the same time. like really i wouldn’t care but someone’s trying use my ipad as i use my phone so,2587390.0,media_services,False,,
1817849,Mon Oct 16 13:00:28 +0000 2017,@AppleSupport @194048 I agree. But the only thing the “senior advisors” will do is to ask you to restore as a new phone without installing anything. This is crazy,1817848.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
584776,Sun Dec 03 21:57:29 +0000 2017,"@AppleSupport Yes, no, and the US, respectively. :)",584775.0,other_unknown,False,,
2593271,Fri Nov 17 03:13:04 +0000 2017,@AppleSupport Yes the control center... what’s considered other functions working normally ?,2593270.0,other_unknown,False,,
1230343,Wed Oct 25 20:52:22 +0000 2017,"@AppleSupport IOS 11.0.3 on an iPhone 8 Plus, 256GB.",1230342.0,other_unknown,False,,
171769,Fri Nov 24 22:04:00 +0000 2017,@AppleSupport I was on the phone with a rep and they couldn’t even help. https://t.co/D1Mo94FVs3,171770.0,other_unknown,False,,
2588323,Mon Oct 30 19:00:17 +0000 2017,"@AppleSupport I got disconnected, will they call me back?",2588322.0,other_unknown,True,Unresolved or context-dependent support interaction.,
481767,Fri Dec 01 15:09:41 +0000 2017,@AppleSupport Hi Team - I am running iOS 11.1.2. It happens to all notifications.,481766.0,notifications_messaging,True,Persistent messaging/notification behavior requiring support.,
1451594,Fri Nov 03 01:36:10 +0000 2017,@AppleSupport Wow... thank u for ur support... it resolved.. what is the reason for this error? Will it happen again?,1451593.0,other_unknown,False,,
2812589,Mon Nov 27 01:51:56 +0000 2017,@AppleSupport I have iOS 11.1.2 and I have tried everything what the page said.im Colombian.,2812588.0,other_unknown,True,Unresolved or context-dependent support interaction.,
2448336,Wed Nov 15 02:24:02 +0000 2017,"@AppleSupport I have 11.2 public beta 2, my phone randomly freezes up, stops my music, and will reset. On god I was driving earlier with the GPS, and Siri starting speaking gibberish, I looked down and my phone frozen, almost died man.",2448337.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1931019,Sat Oct 28 15:09:59 +0000 2017,@AppleSupport Thanks. Found it. But why isn't email 2 step verification a thing? It should be.,1931018.0,account_access_security,True,"Account, authentication, activation, or security issue.",
2412535,Tue Nov 14 17:10:29 +0000 2017,@AppleSupport No error. Just need approval from another device and I never get anything on my phone. Also it keeps saying such &amp; such is trying to access keychain and no password works. Yes happening in system preferences. Tried to restart it &amp; now it won’t even log in. Stuck on a loading bar,2412534.0,account_access_security,True,"Account, authentication, activation, or security issue.",
2773119,Tue Nov 21 17:00:43 +0000 2017,"@AppleSupport @775074 Better to choose samsung then these shits..
In india higher variant of iphone 10 selling in more than actuall cost..black marketing..",2773118.0,other_unknown,False,,
674679,Thu Oct 05 15:35:17 +0000 2017,@AppleSupport I got a notification from my iPhone when the airdrop finished and said this video doesn't support this format,674678.0,app_problem,False,,Reviewed: AirDrop completed; primary problem is unsupported video format.
84184,Thu Nov 30 07:08:00 +0000 2017,"@AppleSupport My phone goes frozen if i got a very long message, when i wanna preview a message with 3D Touch. I try to turn off my phone but it doesnt work. I have to wait until my battery was empty",84185.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
2438564,Tue Nov 14 23:34:57 +0000 2017,"@AppleSupport Yes on OS = high sierra. Problem is copy and paste will work a little while and then randomly the copy feature no longer works, try edit&gt;copy previous clipboard entry pastes. Try again no help. Try cmnd+c and nope, what pastes is what i had copied before. Like there is a limit.",2438563.0,app_problem,True,Persistent application or application-function failure.,
42635,Wed Nov 01 15:55:03 +0000 2017,"@AppleSupport No, I haven’t found a sequence that causes the restart. Sometimes watching images, sometimes with music...",42633.0,device_performance,True,"Persistent, severe, or recurring device malfunction.",
1713723,Tue Nov 07 16:10:29 +0000 2017,"@AppleSupport It's already been resolved, thank you.",1713722.0,other_unknown,False,,
924576,Fri Oct 13 23:00:36 +0000 2017,@AppleSupport I have a case. It is an Apple case with another battery. Worked fine until software update.,924575.0,battery_charging,True,Persistent or severe battery/charging symptom.,
427823,Tue Oct 10 14:17:05 +0000 2017,@AppleSupport The stupid update is making my phone Not able to download any games it almost took six hours to download Netflix,427822.0,store_payment,True,"Store, transaction, billing, or download issue requiring support.",
1111396,Tue Oct 24 01:26:10 +0000 2017,@AppleSupport Recently updated to 11.0.3 also. Still same issue. Touch will not work frequently. And mobile works with applications automatically.,1111397.0,device_hardware_features,True,Potential hardware/device malfunction requiring human support.,
744250,Wed Oct 11 15:10:17 +0000 2017,@AppleSupport Purchased no.  Downloaded via Apple Music subscription though.,744251.0,media_services,False,,
1407634,Thu Oct 19 15:40:36 +0000 2017,@AppleSupport hi! No alert just battery drain from 72% to 43% in one hour with no usage. Running 11.0.3. Thanks.,1407635.0,battery_charging,True,Persistent or severe battery/charging symptom.,
319975,Sat Oct 07 11:08:33 +0000 2017,@AppleSupport follow up to this: the 11.0.2 update fixed everything. I could kiss your Engineers.,319974.0,ios_update,False,,
752105,Sat Oct 07 02:46:10 +0000 2017,@AppleSupport @299746 Did you fix this issue? Having same problem.,752104.0,other_unknown,True,Unresolved or context-dependent support interaction.,
